platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
Facebook,0.0,145.0,0.0,,715.0,0.5921787709497207,2098.0,,0.0909957122439256,0.0946990349202372,0.9581541649544166,10.0,128.0,47.0,0.0,1.0,0,suresh.2154,11,4,0.3636363636363636,1,0
,1.0,94.0,1.0,409.0,663.0,0.6159638554216867,1814.0,213.0,,0.224029248991849,0.7401944191296177,68.0,91.0,,0.0,1.0,0,anna.2252,9,4,0.4444444444444444,1,2
Instagram,,100.0,0.0,401.0,,,1588.0,,0.118313404657017,0.7110528015282194,0.0840502322638022,191.0,122.0,38.0,0.0,0.0,1,user_448396,11,6,0.5454545454545454,1,1
X,0.0,29.0,1.0,390.0,702.0,0.5547652916073968,,222.0,0.0682237246465888,0.8964222988085027,0.4152404687787264,101.0,117.0,69.0,0.0,1.0,0,ananya.3551,11,4,0.3636363636363636,1,1
X,0.0,248.0,1.0,399.0,706.0,0.5643564356435643,543.0,202.0,0.3713235294117647,0.0951855924186086,0.700045474579509,451.0,10.0,79.0,0.0,1.0,0,carlos,6,0,0.0,0,0
Instagram,0.0,169.0,0.0,370.0,664.0,0.556390977443609,2375.0,199.0,0.0837542087542087,0.8642147910972118,0.9566854926610492,31.0,167.0,8.0,0.0,,1,acc_edzq3rqh,12,1,0.08333333333333333,1,1
,1.0,,1.0,,680.0,0.5873715124816447,1527.0,224.0,0.1465968586387434,0.7990698291784977,0.1641413936113925,201.0,,28.0,0.0,1.0,1,acc_k1del9dq,12,2,0.1666666666666667,1,1
Facebook,1.0,201.0,0.0,,703.0,0.5426136363636364,3568.0,197.0,0.0551975343233398,0.3565610599850854,0.127733281926954,265.0,,117.0,,1.0,0,ayanda_1813,11,4,0.3636363636363636,1,0
Instagram,1.0,228.0,,367.0,,,1270.0,200.0,0.1573564122738001,0.6892768043966564,0.4723470532618785,,192.0,61.0,1.0,1.0,0,kwame6889,9,4,0.4444444444444444,0,1
X,0.0,11.0,1.0,404.0,719.0,0.5611111111111111,602.0,201.0,0.3333333333333333,0.1869513438015332,0.9680988937384892,53.0,183.0,141.0,1.0,1.0,0,chen_1113,9,4,0.4444444444444444,1,1
,1.0,117.0,0.0,401.0,692.0,0.5786435786435786,3615.0,200.0,0.0553097345132743,0.8133932999339456,,438.0,9.0,42.0,1.0,,1,bot_jh0po,9,1,0.1111111111111111,1,0
Facebook,,93.0,1.0,404.0,701.0,0.5754985754985755,2150.0,185.0,0.0860065086006508,,0.2279147410529093,337.0,80.0,87.0,1.0,1.0,1,svjvu2692,9,4,0.4444444444444444,0,0
Facebook,1.0,154.0,1.0,381.0,680.0,0.5594713656387665,3302.0,211.0,0.0638813200121102,,0.3193471479714573,,70.0,7.0,1.0,1.0,1,luqcy4352,9,4,0.4444444444444444,0,0
Facebook,1.0,166.0,0.0,401.0,660.0,0.6066565809379728,388.0,205.0,0.5269922879177378,0.8645173155467031,,238.0,102.0,24.0,1.0,0.0,0,mina_6991,9,4,0.4444444444444444,1,1
,1.0,136.0,1.0,398.0,656.0,0.6057838660578386,3681.0,207.0,0.0562194459532862,0.1392345013009015,0.7348414908520642,438.0,191.0,131.0,1.0,1.0,1,roppx1647,9,4,0.4444444444444444,0,1
Facebook,1.0,245.0,1.0,413.0,631.0,0.6534810126582279,1603.0,,0.121571072319202,0.8457856324363029,,,140.0,14.0,1.0,,0,riya,4,0,0.0,0,0
,1.0,148.0,,383.0,705.0,0.5424929178470255,3283.0,206.0,0.0627283800243605,0.0238864065222678,,337.0,21.0,15.0,0.0,1.0,0,kwame,5,0,0.0,0,0
Instagram,0.0,75.0,0.0,429.0,683.0,,2697.0,185.0,0.0685693106004447,0.7532004043267962,0.2150960503137433,290.0,55.0,,1.0,0.0,0,liwei,5,0,0.0,0,0
Instagram,1.0,,1.0,420.0,688.0,0.6095791001451378,4435.0,205.0,0.0462128043282236,0.5733640767453678,0.7597268594126834,322.0,121.0,126.0,1.0,1.0,1,22bdld9hf4,10,4,0.4,0,1
Instagram,0.0,28.0,1.0,403.0,704.0,0.5716312056737589,4152.0,209.0,0.0503250662171923,,0.0485652315601166,320.0,192.0,10.0,0.0,1.0,0,kwame,5,0,0.0,0,0
,0.0,160.0,1.0,415.0,715.0,,3834.0,186.0,0.0485006518904824,0.4123445257310656,0.817832778741474,272.0,91.0,27.0,,1.0,1,rvydl7588,9,4,0.4444444444444444,0,1
X,0.0,,0.0,391.0,737.0,0.5298102981029811,1306.0,201.0,0.1537872991583779,0.8644411258921632,0.6015567624446081,41.0,96.0,6.0,0.0,,0,zuri.3796,9,4,0.4444444444444444,1,0
Instagram,0.0,189.0,1.0,407.0,698.0,,717.0,192.0,0.2674094707520891,0.3131490241398132,0.9561009626364616,442.0,140.0,113.0,0.0,,0,dmitri3431,10,4,0.4,0,0
X,0.0,,1.0,404.0,700.0,0.5763195435092725,3656.0,184.0,0.050314465408805,0.2749552851985274,,197.0,0.0,127.0,1.0,0.0,0,dmitri.6060,11,4,0.3636363636363636,1,0
Instagram,1.0,14.0,1.0,375.0,708.0,,2992.0,213.0,0.0711660541262946,,0.0508151090243552,376.0,37.0,37.0,,0.0,0,arjun,5,0,0.0,0,0
Instagram,1.0,,1.0,398.0,712.0,0.5582047685834503,314.0,180.0,0.5714285714285714,0.7743638428425841,0.1605214855557678,120.0,185.0,67.0,0.0,1.0,1,bot_12158,9,5,0.5555555555555556,1,0
X,1.0,179.0,1.0,370.0,709.0,0.5211267605633803,2281.0,222.0,0.0972830850131463,0.4952917313507123,0.4842070473186916,394.0,152.0,,1.0,1.0,0,ahmed.8483,10,4,0.4,1,0
Facebook,1.0,230.0,1.0,404.0,695.0,0.5804597701149425,2623.0,205.0,0.078125,0.5370853258541466,,333.0,41.0,119.0,,0.0,1,acc_qzbktj8n,12,1,0.08333333333333333,1,1
Instagram,0.0,116.0,0.0,,735.0,0.5692934782608695,,202.0,0.2272215973003374,0.8316554184088553,0.8144451422960564,496.0,,34.0,1.0,1.0,1,acc_15sl33pn,12,4,0.3333333333333333,1,2
,1.0,,0.0,402.0,677.0,0.5929203539823009,4343.0,207.0,0.0476519337016574,0.8333655523166117,0.9643700263517788,283.0,160.0,133.0,1.0,0.0,1,iuasi8198,9,4,0.4444444444444444,0,0
Instagram,1.0,181.0,,,714.0,0.5146853146853146,2490.0,240.0,0.0963468486551585,0.1617381045684442,,294.0,184.0,109.0,0.0,1.0,0,kojo.6670,9,4,0.4444444444444444,1,1
X,0.0,17.0,1.0,454.0,683.0,0.6637426900584795,1923.0,209.0,0.1086278586278586,0.5497676728883171,0.2565635195616206,181.0,36.0,115.0,0.0,0.0,0,layla3034,9,4,0.4444444444444444,0,0
Facebook,0.0,2.0,0.0,,682.0,0.6076134699853587,4030.0,186.0,0.0461423964276854,0.1260182064338032,0.0251066395051773,99.0,184.0,109.0,,0.0,0,john_3330,9,4,0.4444444444444444,1,1
X,1.0,134.0,0.0,390.0,708.0,0.5500705218617772,3064.0,200.0,,0.8685284711947578,0.2229264907205489,10.0,97.0,101.0,1.0,1.0,1,akfza8124,9,4,0.4444444444444444,0,0
X,1.0,,0.0,422.0,652.0,0.6462480857580398,161.0,218.0,1.345679012345679,0.8370057020975378,0.6752731979536246,370.0,,98.0,1.0,0.0,1,user_594156,11,6,0.5454545454545454,1,0
,0.0,209.0,1.0,408.0,719.0,0.5666666666666667,2188.0,213.0,0.0973047053449063,0.8493488582211324,0.9262748233430133,,130.0,141.0,,1.0,0,rahul.953,9,3,0.3333333333333333,1,0
X,1.0,235.0,1.0,365.0,674.0,0.5407407407407407,2352.0,212.0,0.090097747556311,0.7048585003799668,0.3209036673082648,,29.0,146.0,1.0,,1,user_300438,11,6,0.5454545454545454,1,1
Facebook,1.0,165.0,1.0,414.0,681.0,0.6070381231671554,1484.0,215.0,0.1447811447811448,0.4668773060424563,,116.0,,138.0,1.0,0.0,0,saif2985,8,4,0.5,0,0
Instagram,1.0,164.0,1.0,415.0,688.0,0.602322206095791,3893.0,202.0,0.051874678993323,0.4047212263445485,0.3948982483411565,423.0,190.0,70.0,0.0,1.0,0,luna,4,0,0.0,0,0
Facebook,1.0,185.0,0.0,396.0,675.0,0.5857988165680473,,,0.1144335825186889,0.3952245639136099,0.3082712493685503,499.0,81.0,87.0,0.0,0.0,0,mina2136,8,4,0.5,0,0
Instagram,,160.0,0.0,,669.0,0.6104477611940299,4221.0,184.0,0.0435812411179535,0.0662127886087609,0.5088442428058181,387.0,22.0,87.0,1.0,0.0,1,bot_r5isw,9,1,0.1111111111111111,1,0
X,0.0,107.0,0.0,366.0,695.0,0.5258620689655172,1909.0,208.0,0.1089005235602094,0.948870286464511,0.4422734924096152,63.0,199.0,77.0,0.0,1.0,0,jose978,7,3,0.4285714285714285,0,0
X,0.0,,0.0,402.0,678.0,0.5920471281296024,1371.0,,,0.4502756567234685,0.913799868517018,175.0,65.0,10.0,1.0,0.0,1,bot_t0rww,9,1,0.1111111111111111,1,1
Instagram,1.0,94.0,,382.0,714.0,0.5342657342657343,1978.0,227.0,0.1147043961596766,0.9301148992783792,0.4682569474081265,453.0,188.0,126.0,0.0,0.0,1,bot_5ep71,9,3,0.3333333333333333,1,0
X,1.0,121.0,1.0,378.0,,0.532394366197183,3396.0,204.0,0.0600529879305269,0.8792575391617268,0.2773353872230755,485.0,1.0,78.0,0.0,0.0,1,v0sab25k1n,10,4,0.4,0,0
Facebook,1.0,10.0,0.0,,686.0,0.5807860262008734,2455.0,219.0,0.0891693811074918,,,82.0,154.0,73.0,0.0,0.0,0,yumi.3815,9,4,0.4444444444444444,1,0
Instagram,1.0,67.0,0.0,376.0,697.0,0.5386819484240688,4260.0,208.0,0.0488148321990143,0.5883088848308269,0.9987495116595668,414.0,175.0,16.0,0.0,0.0,0,rahul_9038,10,4,0.4,1,0
X,1.0,122.0,0.0,395.0,736.0,0.5359565807327001,4958.0,,0.0417422867513611,0.1015558859506405,0.6481714191813239,1.0,62.0,137.0,0.0,1.0,0,leo,3,0,0.0,0,0
,0.0,209.0,0.0,417.0,673.0,0.6186943620178041,2288.0,215.0,0.0939274792485801,,0.2504613689363586,298.0,4.0,5.0,0.0,1.0,0,saif.7280,9,4,0.4444444444444444,1,0
Facebook,1.0,195.0,0.0,,680.0,0.5976505139500734,1237.0,199.0,0.1607431340872374,0.6035862092860723,0.2388150770131792,216.0,128.0,147.0,,1.0,0,noah_2535,9,4,0.4444444444444444,1,0
Facebook,1.0,112.0,1.0,404.0,691.0,0.5838150289017341,3175.0,192.0,0.0604534005037783,0.013455808414671,0.0577066962152598,241.0,149.0,0.0,1.0,0.0,1,acc_m2qjf2r4,12,3,0.25,1,1
X,0.0,,1.0,419.0,735.0,0.5692934782608695,1207.0,195.0,0.1614238410596026,0.0426309136684975,0.0772930385140848,296.0,73.0,63.0,0.0,1.0,0,jose_5523,9,4,0.4444444444444444,1,1
Facebook,1.0,92.0,0.0,405.0,693.0,0.5835734870317003,505.0,225.0,0.4446640316205533,0.6776633822005779,0.9149830951827624,,108.0,0.0,0.0,0.0,0,ayanda_9437,11,4,0.3636363636363636,1,0
Instagram,0.0,215.0,0.0,,763.0,0.5549738219895288,3768.0,205.0,0.0543910851684797,0.8882028515018462,0.0964871070495505,367.0,,100.0,1.0,1.0,0,mina.7317,9,4,0.4444444444444444,1,0
Facebook,0.0,21.0,0.0,414.0,766.0,0.5397653194263363,,194.0,0.0419731717871051,0.8551631293232035,,202.0,58.0,0.0,1.0,1.0,0,ivan_4742,9,4,0.4444444444444444,1,0
Instagram,0.0,193.0,1.0,,668.0,0.585949177877429,,196.0,0.1395017793594306,,0.6981217796931782,429.0,177.0,108.0,0.0,0.0,0,amina,5,0,0.0,0,0
Instagram,0.0,171.0,1.0,400.0,640.0,0.62402496099844,1768.0,225.0,0.1271905031091011,0.9112334525923412,0.8503547827736031,39.0,22.0,,0.0,1.0,0,zuri_2704,9,4,0.4444444444444444,1,0
Facebook,0.0,126.0,1.0,,654.0,0.6381679389312978,3734.0,179.0,0.0479250334672021,0.6963022006512707,,314.0,145.0,42.0,1.0,0.0,1,xvgfj4829,9,4,0.4444444444444444,0,0
X,1.0,133.0,,422.0,,0.6028571428571429,701.0,197.0,0.2806267806267806,0.7163259543256837,0.4377786791253568,44.0,88.0,37.0,0.0,0.0,0,hans.3571,9,4,0.4444444444444444,1,0
Facebook,,,1.0,412.0,694.0,0.5928057553956835,3205.0,205.0,0.0639426076107298,0.3040412007374149,0.2514801950137775,297.0,21.0,,1.0,0.0,1,user_358493,11,6,0.5454545454545454,1,0
Instagram,0.0,24.0,0.0,403.0,690.0,0.5832127351664255,4146.0,201.0,0.0484687726067036,0.7159967756838184,0.2558230899666016,,,,,0.0,1,bot_lybut,9,0,0.0,1,0
Instagram,1.0,246.0,1.0,405.0,674.0,0.6,,,0.0638510142999667,0.7097722775838923,0.3038393074866758,491.0,43.0,81.0,0.0,1.0,0,camila_7565,11,4,0.3636363636363636,1,0
Facebook,1.0,184.0,1.0,422.0,695.0,0.6063218390804598,4791.0,199.0,0.0415275459098497,0.5946655256131199,0.5871162144184673,404.0,36.0,139.0,0.0,0.0,1,hgusnhb5vr,10,1,0.1,0,0
X,0.0,84.0,1.0,,670.0,,4122.0,219.0,0.0531166626243026,0.3572884032590435,0.0165774716855882,130.0,6.0,,,0.0,0,layla7958,9,4,0.4444444444444444,0,0
X,1.0,54.0,0.0,396.0,701.0,0.5641025641025641,,223.0,0.0546033300685602,0.8110144376849608,0.4087662863155279,449.0,23.0,8.0,1.0,0.0,1,user_033135,11,6,0.5454545454545454,1,1
Instagram,1.0,143.0,0.0,416.0,703.0,,11.0,189.0,15.75,0.937517937980269,,,168.0,135.0,1.0,0.0,0,sofia.622,9,3,0.3333333333333333,1,1
Instagram,0.0,94.0,1.0,398.0,,,4904.0,222.0,0.0452599388379204,0.8698884250269964,0.9671185085126348,279.0,69.0,79.0,1.0,1.0,1,user_573165,11,6,0.5454545454545454,1,0
X,0.0,141.0,0.0,383.0,719.0,0.5319444444444444,2059.0,223.0,,0.242979194213058,0.5827291592503103,49.0,70.0,61.0,1.0,0.0,1,user_759546,11,6,0.5454545454545454,1,0
Facebook,1.0,166.0,0.0,395.0,712.0,0.5539971949509116,3678.0,233.0,0.0633324272900244,0.445673829049656,0.8680954688303226,87.0,145.0,22.0,1.0,1.0,1,xwkuh7788,9,4,0.4444444444444444,0,2
Instagram,0.0,155.0,0.0,380.0,657.0,0.5775075987841946,,209.0,,0.3424143522941215,0.195689986769612,20.0,71.0,92.0,1.0,1.0,1,bot_vs5oa,9,1,0.1111111111111111,1,0
Instagram,0.0,223.0,0.0,391.0,667.0,0.5853293413173652,973.0,199.0,0.204312114989733,0.7074795502096134,0.8100156993237878,,59.0,58.0,0.0,,0,ahmed.569,9,3,0.3333333333333333,1,0
X,1.0,219.0,,376.0,755.0,0.4973544973544973,3793.0,209.0,0.0550869794412229,,0.4147824613052333,387.0,179.0,9.0,0.0,1.0,0,yusuf_9261,10,4,0.4,1,0
Facebook,0.0,178.0,0.0,,778.0,0.4749679075738126,2455.0,202.0,,0.2157961324394687,0.1776946888494024,231.0,176.0,139.0,1.0,0.0,0,ananya.5869,11,4,0.3636363636363636,1,0
,0.0,118.0,,369.0,698.0,0.5278969957081545,842.0,234.0,0.2775800711743772,0.9472755353525584,0.7612452023882328,380.0,194.0,124.0,0.0,,0,jose3616,8,4,0.5,0,0
,0.0,176.0,1.0,,710.0,0.5682137834036568,4455.0,186.0,0.0417414721723518,0.6773291332995683,0.762011097615281,42.0,44.0,115.0,1.0,0.0,1,acc_h7i3t7iy,12,3,0.25,1,1
Facebook,0.0,8.0,0.0,395.0,672.0,0.586924219910847,285.0,196.0,0.6853146853146853,,0.995887906864061,430.0,136.0,73.0,1.0,1.0,0,sarah9845,9,4,0.4444444444444444,0,0
Facebook,0.0,185.0,0.0,369.0,720.0,0.5117891816920943,2436.0,200.0,0.0820681165367254,0.3710946113074267,0.780937261798164,22.0,115.0,40.0,0.0,,1,user_770820,11,6,0.5454545454545454,1,1
Instagram,,172.0,,401.0,731.0,0.5478142076502732,2832.0,,0.0737733851041299,0.1046068580565489,0.1452672479271278,443.0,153.0,102.0,1.0,1.0,0,sofia2349,9,4,0.4444444444444444,0,0
X,1.0,149.0,1.0,415.0,660.0,0.6278366111951589,4521.0,177.0,0.039141972578505,0.5970689850296086,,215.0,153.0,6.0,0.0,0.0,1,ju6iru9nth,10,2,0.2,0,0
X,0.0,159.0,1.0,415.0,685.0,0.6049562682215743,1030.0,184.0,0.1784675072744908,0.169191522792624,0.451726917291146,276.0,29.0,93.0,,0.0,0,john.6567,9,4,0.4444444444444444,1,0
Facebook,1.0,196.0,1.0,407.0,675.0,0.6020710059171598,4452.0,,0.0424432966539411,0.6930899381630414,0.1266528057097951,193.0,26.0,115.0,1.0,0.0,1,acc_zjm3cbir,12,1,0.08333333333333333,1,1
,0.0,214.0,0.0,412.0,681.0,0.6041055718475073,2967.0,194.0,0.0653638814016172,0.7372467432246549,0.788038974447814,214.0,,104.0,1.0,1.0,1,acc_61h9gabr,12,3,0.25,1,1
Instagram,0.0,196.0,1.0,374.0,722.0,0.5172890733056709,,181.0,0.3261261261261261,0.4793348183234317,0.5266985379125865,178.0,178.0,,0.0,0.0,0,omar.7932,9,4,0.4444444444444444,1,0
X,0.0,41.0,1.0,,,0.5797720797720798,268.0,182.0,0.6765799256505576,0.0938167711441853,0.9444495690957536,142.0,82.0,44.0,0.0,1.0,0,ayanda.7308,11,4,0.3636363636363636,1,0
Instagram,0.0,52.0,0.0,435.0,681.0,0.6378299120234604,1241.0,222.0,0.178743961352657,,0.5893081445258203,313.0,,37.0,0.0,0.0,1,user_064154,11,6,0.5454545454545454,1,0
Instagram,0.0,,0.0,465.0,709.0,0.6549295774647887,4160.0,199.0,0.0478250420571977,0.3722052521238144,0.5228990837382539,25.0,69.0,80.0,0.0,,0,ivan.6522,9,4,0.4444444444444444,1,1
Facebook,1.0,186.0,0.0,404.0,637.0,0.6332288401253918,2490.0,201.0,0.0806904857486953,0.9496474712140464,0.0714251529328643,217.0,,84.0,1.0,0.0,0,max_3262,8,4,0.5,1,0
Instagram,,73.0,1.0,401.0,690.0,0.5803183791606368,2589.0,203.0,0.0783783783783783,0.5132057067020416,0.1493459049445777,475.0,137.0,,0.0,0.0,0,olga,4,0,0.0,0,0
,,38.0,,405.0,726.0,,470.0,179.0,,0.0722660688641739,0.8495260767641512,58.0,117.0,45.0,,1.0,0,marco,5,0,0.0,0,0
,1.0,121.0,1.0,414.0,720.0,0.5742024965325936,3288.0,197.0,0.0598966251140164,0.6360490831971792,0.9906759778258084,345.0,105.0,122.0,0.0,0.0,0,priya,5,0,0.0,0,0
Instagram,0.0,14.0,0.0,417.0,697.0,0.5974212034383954,3937.0,,0.0540883697308278,0.7793537025264985,0.4151791358982695,44.0,,145.0,,0.0,0,rahul,5,0,0.0,0,0
,1.0,198.0,0.0,,,0.5576642335766423,2020.0,178.0,0.0880752102919346,0.1605028094056024,0.8100860837249291,449.0,45.0,129.0,1.0,0.0,0,olga_8652,9,4,0.4444444444444444,1,0
X,0.0,156.0,1.0,365.0,676.0,,2024.0,219.0,0.1081481481481481,0.4490573643443863,0.6275857663306518,418.0,103.0,,0.0,1.0,0,john,4,0,0.0,0,0
Instagram,1.0,122.0,0.0,389.0,,,1590.0,215.0,0.1351351351351351,,0.9590592736717136,,133.0,111.0,1.0,1.0,1,bot_iins5,9,1,0.1111111111111111,1,1
Instagram,0.0,110.0,0.0,400.0,684.0,0.583941605839416,4974.0,204.0,0.0410050251256281,0.0204936153888808,0.2381372354440932,349.0,107.0,131.0,0.0,1.0,0,marco,5,0,0.0,0,0
X,0.0,130.0,0.0,379.0,709.0,0.5338028169014084,2061.0,194.0,0.0940834141610087,0.028969796097377,0.544835743007943,255.0,103.0,95.0,0.0,1.0,1,xn7rfmbj4n,10,2,0.2,0,0
Instagram,1.0,82.0,0.0,396.0,670.0,0.5901639344262295,4318.0,200.0,0.0463070155128502,0.6769120668828613,0.4087958183425956,109.0,69.0,82.0,0.0,0.0,0,luna,4,0,0.0,0,0
Facebook,1.0,9.0,0.0,404.0,695.0,0.5804597701149425,1420.0,185.0,0.1301900070372977,0.7251264983250967,0.5417159759430152,,88.0,,0.0,,0,kiran6349,9,4,0.4444444444444444,0,0
Facebook,0.0,91.0,1.0,420.0,703.0,0.5965909090909091,,214.0,0.2426303854875283,0.8458694373197216,0.2688580834188552,339.0,2.0,116.0,0.0,1.0,0,dmitri,6,0,0.0,0,0
Instagram,1.0,28.0,1.0,416.0,688.0,,839.0,213.0,0.2535714285714285,0.3995998157926274,0.497746162715744,249.0,177.0,134.0,0.0,0.0,0,ethan_1219,10,4,0.4,1,0
X,0.0,206.0,,415.0,659.0,0.6287878787878788,752.0,189.0,0.250996015936255,0.3897766650455055,0.6248041467247651,76.0,41.0,8.0,,1.0,0,arjun.9757,10,4,0.4,1,0
Instagram,,34.0,,,663.0,0.6475903614457831,,221.0,0.8154981549815498,,0.081215883999492,282.0,109.0,26.0,0.0,0.0,0,yusuf,5,0,0.0,0,0
,1.0,5.0,1.0,387.0,,0.5481586402266289,3370.0,,0.064669237614951,0.7573269550349312,0.7429872548076232,86.0,181.0,148.0,0.0,1.0,0,chen_7570,9,4,0.4444444444444444,1,0
,0.0,139.0,1.0,389.0,723.0,0.537292817679558,4828.0,220.0,0.0455580865603644,0.6409921969382192,0.7065229631604173,249.0,166.0,34.0,,1.0,0,mia.8601,8,4,0.5,1,0
X,1.0,110.0,0.0,400.0,707.0,0.5649717514124294,4712.0,206.0,0.043708890303416,0.3273233038438526,0.8804576014514852,207.0,117.0,87.0,0.0,1.0,1,bot_hl982,9,3,0.3333333333333333,1,0
Facebook,1.0,37.0,0.0,,696.0,0.5753228120516499,3504.0,169.0,0.0482168330955777,0.3465472564358447,0.4258565518099255,158.0,,,0.0,0.0,0,suresh3391,10,4,0.4,0,1
X,0.0,76.0,0.0,384.0,670.0,0.5722801788375559,3961.0,200.0,,0.763004935567106,0.0616691326147177,11.0,,66.0,,1.0,0,riya,4,0,0.0,0,0
Facebook,1.0,92.0,1.0,401.0,717.0,0.5584958217270195,2076.0,200.0,0.0962927298988926,0.5346466617616034,0.4614611290216869,224.0,113.0,42.0,1.0,1.0,1,acc_rwdcc4gc,12,1,0.08333333333333333,1,2
X,0.0,146.0,1.0,373.0,665.0,0.56006006006006,1313.0,185.0,0.1407914764079147,0.0979761755798094,0.1376091720619614,357.0,29.0,7.0,1.0,0.0,0,anna,4,0,0.0,0,1
Instagram,0.0,66.0,0.0,393.0,706.0,0.5558698727015559,2285.0,184.0,0.0804899387576553,,0.6474468135218178,,107.0,120.0,0.0,0.0,0,kiran.209,9,3,0.3333333333333333,1,0
Facebook,0.0,135.0,0.0,394.0,671.0,0.5863095238095238,384.0,,0.6415584415584416,0.8511903759383158,0.0471315241313058,383.0,80.0,77.0,0.0,0.0,1,acc_399465jq,12,6,0.5,1,2
Facebook,0.0,7.0,1.0,390.0,721.0,0.5401662049861495,4181.0,190.0,0.0454328072692491,0.998803431698492,0.3739964062276951,31.0,183.0,35.0,1.0,1.0,0,hans.3064,9,4,0.4444444444444444,1,0
Facebook,0.0,246.0,1.0,407.0,706.0,0.5756718528995757,4342.0,204.0,0.0469721390743725,0.3356829057412549,0.0828428984874953,53.0,156.0,126.0,1.0,0.0,1,acc_9cwhz6aj,12,2,0.1666666666666667,1,1
Instagram,1.0,121.0,0.0,413.0,751.0,0.5492021276595744,2809.0,213.0,0.0758007117437722,0.3867016615568254,0.0033664340716033,449.0,16.0,47.0,0.0,1.0,1,acc_6jrog7xz,12,2,0.1666666666666667,1,1
Instagram,0.0,83.0,1.0,397.0,723.0,0.5483425414364641,804.0,,0.2335403726708074,0.1544880247895862,0.9605572239015918,,32.0,134.0,1.0,0.0,0,mia_7584,8,4,0.5,1,0
Instagram,,174.0,1.0,384.0,703.0,,4336.0,228.0,0.0525709015448466,,0.9961273480262802,368.0,101.0,73.0,0.0,1.0,0,haruto5346,10,4,0.4,0,0
Instagram,1.0,131.0,1.0,403.0,739.0,0.5445945945945946,1097.0,208.0,0.1894353369763206,0.4246298457758879,0.5555029515318131,114.0,,139.0,1.0,1.0,0,mia.4892,8,4,0.5,1,0
Instagram,1.0,178.0,1.0,427.0,702.0,0.6073968705547653,3743.0,197.0,0.0526175213675213,0.2843896444107625,0.2389558499454839,470.0,110.0,54.0,,1.0,0,mia.1676,8,4,0.5,1,0
Facebook,1.0,,1.0,406.0,691.0,,4484.0,186.0,0.0414715719063545,0.701424854590515,0.9110990368086574,287.0,9.0,22.0,,0.0,0,john,4,0,0.0,0,0
Instagram,0.0,,1.0,396.0,710.0,0.5569620253164557,3720.0,204.0,0.054823972050524,0.5378494415041681,0.9230365970761066,398.0,102.0,12.0,0.0,,1,lmfwmalej9,10,1,0.1,0,0
Facebook,0.0,44.0,1.0,360.0,707.0,0.5084745762711864,4772.0,212.0,0.0444165095327886,0.8222971282932438,0.8545088911707059,103.0,38.0,52.0,0.0,1.0,0,mia_6279,8,4,0.5,1,0
Instagram,0.0,135.0,,,733.0,0.5749318801089919,2697.0,193.0,0.0715344699777613,0.7245249177190194,0.5443699845673821,310.0,77.0,62.0,0.0,1.0,0,riya.1273,9,4,0.4444444444444444,1,0
X,1.0,,0.0,378.0,688.0,0.548621190130624,4267.0,179.0,0.0419400187441424,0.1281006119604805,0.0747021608960274,296.0,,73.0,1.0,0.0,1,bot_edxil,9,0,0.0,1,0
Facebook,0.0,15.0,1.0,405.0,696.0,0.5810616929698709,809.0,,0.2259259259259259,0.1233889655767187,0.0884389275367978,126.0,85.0,50.0,0.0,0.0,1,bot_le0gg,9,1,0.1111111111111111,1,1
X,1.0,76.0,1.0,417.0,691.0,0.6026011560693642,,206.0,0.0956804458894565,0.895648638507457,0.8966197877126552,39.0,,6.0,,0.0,0,olga.2394,9,4,0.4444444444444444,1,0
Facebook,0.0,,1.0,,730.0,0.5471956224350205,,222.0,0.0673748103186646,0.8195112394477024,0.8758268474572294,71.0,40.0,118.0,1.0,1.0,0,anastasia.6391,14,4,0.2857142857142857,1,0
X,1.0,239.0,0.0,400.0,705.0,0.56657223796034,1306.0,191.0,0.1461361897475133,0.4679173231627088,0.4343972491812177,234.0,174.0,49.0,1.0,,0,amina8414,9,4,0.4444444444444444,0,0
Instagram,0.0,8.0,,430.0,695.0,0.617816091954023,3460.0,198.0,,0.1303641347739725,0.3281546194764253,369.0,86.0,,,0.0,0,omar_5873,9,4,0.4444444444444444,1,0
Instagram,0.0,,,393.0,771.0,0.5090673575129534,2420.0,208.0,0.0859149111937216,0.8985762906858054,0.6441239201441021,432.0,198.0,43.0,0.0,1.0,0,luna.3861,9,4,0.4444444444444444,1,0
Instagram,0.0,77.0,0.0,406.0,713.0,0.5686274509803921,4225.0,,0.0449597728348319,0.2307005573759301,0.8069879482555249,469.0,87.0,35.0,1.0,0.0,0,kojo.4766,9,4,0.4444444444444444,1,1
Facebook,,76.0,1.0,400.0,724.0,,1197.0,196.0,,0.0355347746296547,0.731684942051821,,170.0,,1.0,0.0,1,1de32fu5go,10,4,0.4,0,0
X,1.0,244.0,1.0,403.0,,0.5765379113018598,,214.0,0.0468373823593784,,0.6156029380507063,293.0,36.0,102.0,1.0,0.0,0,carlos,6,0,0.0,0,0
